queue,timestamp,num
process:5g,Fri Sep 15 00:35:42 2017,2
process:5g,Fri Sep 15 00:35:52 2017,2
process:5g,Fri Sep 15 00:36:02 2017,2
process:5g,Fri Sep 15 00:36:12 2017,2
process:5g,Fri Sep 15 00:36:22 2017,2
process:5g,Fri Sep 15 00:36:32 2017,2
process:5g,Fri Sep 15 00:36:42 2017,2
process:5g,Fri Sep 15 00:36:52 2017,2
process:5g,Fri Sep 15 00:37:03 2017,2
process:5g,Fri Sep 15 00:37:13 2017,2
process:5g,Fri Sep 15 00:37:23 2017,2
process:5g,Fri Sep 15 00:37:33 2017,2
process:5g,Fri Sep 15 00:37:43 2017,2
process:5g,Fri Sep 15 00:37:54 2017,2
process:5g,Fri Sep 15 00:38:04 2017,2
process:5g,Fri Sep 15 00:38:14 2017,2
process:5g,Fri Sep 15 00:38:24 2017,2
process:5g,Fri Sep 15 00:38:35 2017,2
process:5g,Fri Sep 15 00:38:45 2017,2
process:5g,Fri Sep 15 00:38:55 2017,2
process:5g,Fri Sep 15 00:39:05 2017,2
process:5g,Fri Sep 15 00:39:16 2017,2
process:5g,Fri Sep 15 00:39:26 2017,2
process:5g,Fri Sep 15 00:39:36 2017,2
process:5g,Fri Sep 15 00:39:46 2017,2
process:5g,Fri Sep 15 00:39:57 2017,2
process:5g,Fri Sep 15 00:40:07 2017,2
process:5g,Fri Sep 15 00:40:17 2017,2
process:5g,Fri Sep 15 00:40:27 2017,2
process:5g,Fri Sep 15 00:40:37 2017,2
process:5g,Fri Sep 15 00:40:48 2017,2
process:5g,Fri Sep 15 00:40:58 2017,2
process:5g,Fri Sep 15 00:41:08 2017,2
process:5g,Fri Sep 15 00:41:18 2017,2
process:5g,Fri Sep 15 00:41:29 2017,2
process:5g,Fri Sep 15 00:41:39 2017,2
process:5g,Fri Sep 15 00:41:49 2017,2
process:5g,Fri Sep 15 00:41:59 2017,2
process:5g,Fri Sep 15 00:42:10 2017,2
process:5g,Fri Sep 15 00:42:20 2017,2
process:5g,Fri Sep 15 00:42:30 2017,2
process:5g,Fri Sep 15 00:42:40 2017,2
process:5g,Fri Sep 15 00:42:50 2017,2
process:5g,Fri Sep 15 00:43:01 2017,2
process:5g,Fri Sep 15 00:43:11 2017,2
process:5g,Fri Sep 15 00:43:21 2017,2
process:5g,Fri Sep 15 00:43:31 2017,2
process:5g,Fri Sep 15 00:43:42 2017,2
process:5g,Fri Sep 15 00:43:52 2017,2
process:5g,Fri Sep 15 00:44:02 2017,2
process:5g,Fri Sep 15 00:44:12 2017,2
process:5g,Fri Sep 15 00:44:23 2017,2
process:5g,Fri Sep 15 00:44:33 2017,2
process:5g,Fri Sep 15 00:44:43 2017,2
process:5g,Fri Sep 15 00:44:54 2017,2
process:5g,Fri Sep 15 00:45:04 2017,2
process:5g,Fri Sep 15 00:45:14 2017,2
process:5g,Fri Sep 15 00:45:24 2017,2
process:5g,Fri Sep 15 00:45:34 2017,2
process:5g,Fri Sep 15 00:45:45 2017,2
process:5g,Fri Sep 15 00:45:55 2017,2
process:5g,Fri Sep 15 00:46:05 2017,2
process:5g,Fri Sep 15 00:46:15 2017,2
process:5g,Fri Sep 15 00:46:25 2017,2
process:5g,Fri Sep 15 00:46:36 2017,2
